Latitude,Longitude,Groundwater Level,Date
13.4567414385,-16.6657789173,38.4045351593108,12/1/2023
13.456771981,-16.6611614952,23.614443454837232,12/1/2023
13.4568024387,-16.6565440626,20.703838162659295,12/1/2023
13.4568328117,-16.6519266177,38.38503627545285,12/1/2023
13.4568631001,-16.6473091614,20.596566498461804,12/1/2023
13.4568933038,-16.6426916937,25.113645247136038,12/1/2023
13.4569234228,-16.6380742147,39.550093931845026,12/1/2023
13.4569534571,-16.6334567244,37.640496043628,12/1/2023
13.4569834067,-16.6288392229,34.9552224788311,12/1/2023
13.4570132716,-16.6242217111,34.35242722039743,12/1/2023
13.4570430518,-16.6196041872,48.92229461651147,12/1/2023
13.4570727473,-16.6149866521,21.43832568392574,12/1/2023
13.4571023581,-16.6103691059,24.012904490706696,12/1/2023
13.4571318842,-16.6057515486,46.44104822381439,12/1/2023
13.4571613256,-16.6011339802,43.927153743749734,12/1/2023
13.4571906823,-16.5965164009,20.260266401558464,12/1/2023
13.4572199543,-16.5918988114,33.41241026963965,12/1/2023
13.4572491416,-16.5872812101,31.1302546062425,12/1/2023
13.4572782442,-16.5826635978,44.23567049778272,12/1/2023
13.4573072621,-16.5780459746,29.094892212864803,12/1/2023
13.4573361953,-16.5734283405,41.67578941767377,12/1/2023
13.4573650438,-16.5688106957,20.375853078456746,12/1/2023
13.4518491779,-16.7211547955,22.459208538219983,12/1/2023
13.4518807256,-16.7165376005,20.722106587823006,12/1/2023
13.4519121886,-16.7119203929,29.030382608271978,12/1/2023
13.4519435669,-16.7073031735,31.393171060882132,12/1/2023
13.4519748606,-16.7026859423,43.71079154477947,12/1/2023
13.4520060696,-16.6980686993,48.35981063406639,12/1/2023
13.452037194,-16.6934514447,32.94600217888721,12/1/2023
13.4520682337,-16.6888341784,24.540870726534674,12/1/2023
13.4520991888,-16.6842169014,45.218131362641714,12/1/2023
13.4521300592,-16.6795996119,41.07275329451778,12/1/2023
13.452160845,-16.6749823108,24.08285704219651,12/1/2023
13.4521915461,-16.6703649982,21.209720075863498,12/1/2023
13.4522221626,-16.6657476741,43.778998393897695,12/1/2023
13.4522526944,-16.6611303385,42.86097041195595,12/1/2023
13.4522831415,-16.6565129924,35.01487665619712,12/1/2023
13.452313504,-16.651895634,42.03997138606637,12/1/2023
13.4523437818,-16.6472782642,31.843782721296638,12/1/2023
13.452373975,-16.642660883,48.86606237045411,12/1/2023
13.4524040835,-16.6380434905,46.34444225484055,12/1/2023
13.4524341073,-16.6334260868,25.43297998457105,12/1/2023
13.4524640465,-16.6288086718,21.371312150514072,12/1/2023
13.452493901,-16.6241912465,21.23670036350438,12/1/2023
13.4525236709,-16.6195738091,48.615646108487795,12/1/2023
13.452553356,-16.6149563605,22.040932233266062,12/1/2023
13.4525829565,-16.6103389008,39.73181342887085,12/1/2023
13.4526124724,-16.60572143,46.46741911004814,12/1/2023
13.4526419035,-16.6011039482,45.24004460967441,12/1/2023
13.45267125,-16.5964864553,23.701288753323364,12/1/2023
13.4527005119,-16.5918689524,24.393519704486707,12/1/2023
13.452729689,-16.5872514376,37.61224723189716,12/1/2023
13.4527587815,-16.5826339118,20.93696246240753,12/1/2023
13.4527877893,-16.5780163752,40.15475847259438,12/1/2023
13.4528167124,-16.5733988277,35.81999047176417,12/1/2023
13.4528455509,-16.5687812693,32.23924103596026,12/1/2023
13.4473300311,-16.7211225261,43.291941106910386,12/1/2023
13.4473615677,-16.7165054176,26.171092879783302,12/1/2023
13.4473930198,-16.7118882965,22.40360858747486,12/1/2023
13.4474243872,-16.7072711635,20.830787298611757,12/1/2023
13.44745567,-16.7026540187,27.472259745708545,12/1/2023
13.4474868681,-16.6980368623,41.61621803903286,12/1/2023
13.4475179817,-16.6934196941,26.139307015510266,12/1/2023
13.4475490106,-16.6888025143,23.765393380580747,12/1/2023
13.4475799549,-16.6841853238,44.4426034459065,12/1/2023
13.4476108146,-16.6795681208,20.318890408160676,12/1/2023
13.4476415896,-16.6749509062,49.64047858140493,12/1/2023
13.4476722801,-16.67033368,29.907645657819884,12/1/2023
13.4477028859,-16.6657164424,30.32485785746438,12/1/2023
13.4477334071,-16.6610991933,44.761782473609706,12/1/2023
13.4477638436,-16.6564819336,47.6807677147873,12/1/2023
13.4477941955,-16.6518646617,42.76969819617265,12/1/2023
13.4478244628,-16.6472473783,27.97657319981767,12/1/2023
13.4478546454,-16.6426300836,26.684678793457515,12/1/2023
13.4478847435,-16.6380127776,34.687462582220846,12/1/2023
13.4479147568,-16.6333954604,22.657140634910935,12/1/2023
13.4479446856,-16.6287781319,38.82426914113027,12/1/2023
13.4479745297,-16.624160793,42.064451594785496,12/1/2023
13.4480042892,-16.6195434421,39.862718659594364,12/1/2023
13.448033964,-16.61492608,21.20309018094543,12/1/2023
13.4480635542,-16.6103087068,38.31816536608693,12/1/2023
13.4480930598,-16.6056913225,24.295163189410346,12/1/2023
13.4481224807,-16.6010739272,21.51463865205076,12/1/2023
13.448151817,-16.5964565208,36.090971160746854,12/1/2023
13.4481810686,-16.5918391044,24.86305426271196,12/1/2023
13.4482102356,-16.587221676,28.605330970798747,12/1/2023
13.448239318,-16.5826042368,43.14146001402819,12/1/2023
13.4482683157,-16.5779867866,41.72538075450524,12/1/2023
13.4482972287,-16.5733693256,36.2427065381779,12/1/2023
13.4483260571,-16.5687518537,32.253788200977155,12/1/2023
13.4427792714,-16.7257072797,40.93479266918442,12/1/2023
13.4428108816,-16.7210902686,22.508959033527958,12/1/2023
13.4428424073,-16.7164732466,28.8249660616135,12/1/2023
13.4428738484,-16.7118562118,40.414541338083886,12/1/2023
13.4429052048,-16.7072391653,21.06571208278101,12/1/2023
13.4429364767,-16.702622107,34.26098457835938,12/1/2023
13.442967664,-16.6980050369,42.51020926009258,12/1/2023
13.4429987668,-16.6933879552,26.561441300191518,12/1/2023
13.4430297849,-16.6887708618,21.758264568526386,12/1/2023
13.4430607184,-16.6841537578,47.76890796417064,12/1/2023
13.4430915673,-16.6795366412,37.34662876867946,12/1/2023
13.4431223317,-16.674919513,38.334080145208794,12/1/2023
13.4431530114,-16.6703023733,38.34953675082773,12/1/2023
13.4431836066,-16.6656852221,32.60856972475032,12/1/2023
13.4432141171,-16.6610680594,38.1741620873657,12/1/2023
13.4432445431,-16.6564508862,29.407065195194463,12/1/2023
13.4432748844,-16.6518337007,48.08690878124409,12/1/2023
13.4433051411,-16.6472165038,34.53909929952577,12/1/2023
13.4433353133,-16.6425992956,30.601343107080986,12/1/2023
13.4433654008,-16.637982076,45.109462787733435,12/1/2023
13.4433954038,-16.6333648452,23.57366650212464,12/1/2023
13.4434253221,-16.6287476031,49.389046479420756,12/1/2023
13.4434551558,-16.6241303508,25.389397540844705,12/1/2023
13.4434849049,-16.6195130863,32.44066009939265,12/1/2023
13.4435145694,-16.6148958107,27.9875731436514,12/1/2023
13.4435441493,-16.6102785239,46.86830122047279,12/1/2023
13.4435736446,-16.6056612261,36.36822981982736,12/1/2023
13.4436030553,-16.6010439172,22.17818056354262,12/1/2023
13.4436323813,-16.5964265973,46.75695345388508,12/1/2023
13.4437198518,-16.5825745726,29.10752880598212,12/1/2023
13.4437488394,-16.5779572089,33.78975652526289,12/1/2023
13.4437777424,-16.5733398344,22.470736263594425,12/1/2023
13.4438065608,-16.568722449,34.161962699238444,12/1/2023
13.4382601312,-16.7256749476,49.353851555519384,12/1/2023
13.4382917305,-16.7210580229,34.34554522054844,12/1/2023
13.4383232451,-16.7164410873,46.91025180841238,12/1/2023
13.4383546753,-16.7118241389,43.518275250381755,12/1/2023
13.4383860208,-16.7072071788,48.65049648970741,12/1/2023
13.4384172818,-16.7025902069,41.02647303729478,12/1/2023
13.4384484583,-16.6979732233,33.29300087723015,12/1/2023
13.4384795502,-16.693356228,31.961445464136695,12/1/2023
13.4385105575,-16.688739221,28.12194135586333,12/1/2023
13.4385414802,-16.6841222033,26.02424827957291,12/1/2023
13.4385723184,-16.6795051731,36.195844546345015,12/1/2023
13.438603072,-16.6748881314,20.363003111538838,12/1/2023
13.4386337411,-16.6702710781,45.0692514324418,12/1/2023
13.4386643256,-16.6656540133,28.79305881818548,12/1/2023
13.4386948255,-16.661036937,44.99760030707594,12/1/2023
13.4387252408,-16.6564198502,39.42210593285155,12/1/2023
13.4387555716,-16.6518027511,38.25247140652034,12/1/2023
13.4387858178,-16.6471856407,26.668553662957606,12/1/2023
13.4388159794,-16.6425685188,26.20003613493897,12/1/2023
13.4388460565,-16.6379513857,37.649365814967325,12/1/2023
13.438876049,-16.6333342413,46.38492000578526,12/1/2023
13.4389059569,-16.6287170857,20.722965399117342,12/1/2023
13.4389357802,-16.6240999197,30.01372182372537,12/1/2023
13.438965519,-16.6194827417,37.979859530451975,12/1/2023
13.4389951731,-16.6148655525,32.57579017045492,12/1/2023
13.4390247427,-16.6102483521,45.9989290157037,12/1/2023
13.4392582545,-16.573310354,32.21581234885633,12/1/2023
13.4337093166,-16.7302594538,22.0126172116892,12/1/2023
13.4337409894,-16.7256426274,41.13567990724678,12/1/2023
13.4337725776,-16.7210257891,40.76310884072373,12/1/2023
13.4338040813,-16.7164089398,47.10413765340305,12/1/2023
13.4338355005,-16.7117920778,43.97892101153176,12/1/2023
13.4338668351,-16.7071752041,33.25320856911567,12/1/2023
13.4338980852,-16.7025583185,41.154628160328386,12/1/2023
13.4339292508,-16.6979414213,37.75733207441029,12/1/2023
13.4339603319,-16.6933245124,46.708474770394965,12/1/2023
13.4339913284,-16.6887075918,40.4161541535034,12/1/2023
13.4340222403,-16.6840906605,38.208245918663636,12/1/2023
13.4340530678,-16.6794737166,49.57931971004528,12/1/2023
13.4340838107,-16.6748567613,36.79457090408448,12/1/2023
13.4341144691,-16.6702397943,22.47296363411583,12/1/2023
13.4341450429,-16.6656228159,25.43122404283183,12/1/2023
13.4341755322,-16.6610058261,41.8122699839049,12/1/2023
13.4342059369,-16.6563888257,36.88655078639101,12/1/2023
13.4342362571,-16.6517718129,40.52974938207214,12/1/2023
13.4342664928,-16.6471547888,25.65415934581167,12/1/2023
13.4342966439,-16.6425377534,45.72139129323993,12/1/2023
13.4343267105,-16.6379207067,21.334481256591555,12/1/2023
13.4343566925,-16.6333036486,39.58020616416007,12/1/2023
13.43438659,-16.6286865794,34.9353889091534,12/1/2023
13.4344164029,-16.6240694998,33.283430627345496,12/1/2023
13.4344461313,-16.6194524082,49.68435361839171,12/1/2023
13.4344757751,-16.6148353053,32.590099042929054,12/1/2023
13.4345053344,-16.6102181914,44.56272484023909,12/1/2023
13.4291901841,-16.7302270592,42.99316908510292,12/1/2023
13.4292218458,-16.7256103191,41.70918475656627,12/1/2023
13.4292534231,-16.7209935671,32.77575103830356,12/1/2023
13.4292849158,-16.7163768042,46.653733770578114,12/1/2023
13.429316324,-16.7117600285,24.373658884198147,12/1/2023
13.4293476477,-16.7071432411,25.705289040961183,12/1/2023
13.4293788869,-16.7025264419,21.49406584113048,12/1/2023
13.4294100416,-16.697909631,38.95427610946429,12/1/2023
13.4294411119,-16.6932928084,26.781550773737955,12/1/2023
13.4294720976,-16.6886759742,49.631416764946906,12/1/2023
13.4295029988,-16.6840591292,24.12575395399025,12/1/2023
13.4295338155,-16.6794422717,47.31127173491318,12/1/2023
13.4295645476,-16.6748254027,24.505439573476686,12/1/2023
13.4295951953,-16.6702085221,47.054784195690004,12/1/2023
13.4296257585,-16.6655916301,49.457235191585234,12/1/2023
13.4296562372,-16.6609747265,23.294722607155176,12/1/2023
13.4296866313,-16.6563578125,36.5886039109635,12/1/2023
13.4297169409,-16.6517408861,29.92160260539365,12/1/2023
13.4297471661,-16.6471239484,27.881885426002263,12/1/2023
13.4297773067,-16.6425069993,27.79786473960466,12/1/2023
13.4298073628,-16.6378900389,35.50236250105391,12/1/2023
13.4298373344,-16.6332730672,22.732477300377475,12/1/2023
13.4298672214,-16.6286560843,36.73404305115318,12/1/2023
13.429897024,-16.6240390911,26.22287097039408,12/1/2023
13.429926742,-16.6194220858,28.721715741675865,12/1/2023
13.4299563755,-16.6148050694,31.022127748127723,12/1/2023
13.4246393148,-16.7348113184,20.09822112371318,12/1/2023
13.4246710499,-16.7301946765,44.263604379548646,12/1/2023
13.4247027006,-16.7255780227,37.368494887318164,12/1/2023
13.4247342668,-16.720961357,42.07745570901545,12/1/2023
13.4247657485,-16.7163446804,24.486631848741006,12/1/2023
13.4247971458,-16.711727991,47.231249961743586,12/1/2023
13.4248284586,-16.7071112899,26.152629464704034,12/1/2023
13.4248596869,-16.702494577,48.29725358537691,12/1/2023
13.4248908308,-16.6978778524,34.47539158464524,12/1/2023
13.4249218902,-16.6932611161,34.18595303886623,12/1/2023
13.4249528651,-16.6886443682,36.411267638838524,12/1/2023
13.4249837555,-16.6840276095,44.59802406869079,12/1/2023
13.4250145615,-16.6794108384,43.833888309957445,12/1/2023
13.4250452829,-16.6747940557,32.85829377012365,12/1/2023
13.4250759199,-16.6701772614,47.85334575666337,12/1/2023
13.4251064724,-16.6655604556,23.671533167981977,12/1/2023
13.4251369405,-16.6609436384,44.2894369328345,12/1/2023
13.425167324,-16.6563268107,44.532377402219204,12/1/2023
13.4251976231,-16.6517099707,39.01619235883942,12/1/2023
13.4252278377,-16.6470931192,20.469986300563434,12/1/2023
13.4252579678,-16.6424762565,41.26638517763701,12/1/2023
13.4252880134,-16.6378593824,29.446540836539352,12/1/2023
13.4253179745,-16.6332424971,20.008891952349337,12/1/2023
13.4253478512,-16.6286256005,23.020263217868166,12/1/2023
13.4253776433,-16.6240086936,32.11893307611277,12/1/2023
13.425407351,-16.6193917746,28.250354975704973,12/1/2023
13.4254369741,-16.6147748445,42.802676686419694,12/1/2023
13.42012019,-16.7347788613,49.02140725662366,12/1/2023
13.420151914,-16.7301623057,37.16471703185175,12/1/2023
13.4201835537,-16.7255457381,21.025984418469072,12/1/2023
13.4202151089,-16.7209291587,40.66165465150324,12/1/2023
13.4202465796,-16.7163125684,44.19153075627027,12/1/2023
13.4202779659,-16.7116959653,20.242996759577203,12/1/2023
13.4203092678,-16.7070793504,29.879697625987788,12/1/2023
13.4203404853,-16.7024627238,35.34966130284655,12/1/2023
13.4203716183,-16.6978460855,34.17492487499554,12/1/2023
13.4204026668,-16.6932294355,49.05463585777018,12/1/2023
13.4204336309,-16.6886127738,26.797451581716402,12/1/2023
13.4204645105,-16.6839961015,25.83737308467083,12/1/2023
13.4204953058,-16.6793794166,49.85814220134492,12/1/2023
13.4205260165,-16.6747627201,45.84307526042241,12/1/2023
13.4205566428,-16.6701460122,44.58344912820204,12/1/2023
13.4205871847,-16.6655292927,40.93599650146815,12/1/2023
13.4206176421,-16.6609125618,25.748665204662927,12/1/2023
13.420648015,-16.6562958203,38.070804537670995,12/1/2023
13.4206783035,-16.6516790666,49.06907473302688,12/1/2023
13.4207085076,-16.6470623014,38.66325789784564,12/1/2023
13.4207386272,-16.642445525,33.79255130409647,12/1/2023
13.4207686623,-16.6378287372,41.23992231768109,12/1/2023
13.420798613,-16.6332119381,21.210260203158892,12/1/2023
13.4208284792,-16.6285951278,38.98536960655535,12/1/2023
13.420858261,-16.6239783072,36.285729270039795,12/1/2023
13.4208879583,-16.6193614746,28.129811293877317,12/1/2023
13.4209175711,-16.6147446307,46.111576289581734,12/1/2023
13.4155692669,-16.7393628736,47.38538053237989,12/1/2023
13.4156010644,-16.7347464162,38.0294708212283,12/1/2023
13.4156327774,-16.7301299468,45.661998107958894,12/1/2023
13.415664406,-16.7255134655,34.15546045030913,12/1/2023
13.4156959502,-16.7208969723,43.1169685120354,12/1/2023
13.4157274099,-16.7162804682,31.24355000653142,12/1/2023
13.4157587853,-16.7116639514,31.405972157673915,12/1/2023
13.4157900763,-16.7070474227,20.311926638971954,12/1/2023
13.4158212828,-16.7024308824,24.611219536824542,12/1/2023
13.4158524049,-16.6978143303,43.072940415893655,12/1/2023
13.4158834426,-16.6931977665,35.090185710269544,12/1/2023
13.4159143959,-16.6885811911,49.42958238492156,12/1/2023
13.4159452648,-16.683964605,32.82903402266086,12/1/2023
13.4159760493,-16.6793480064,43.18260560056206,12/1/2023
13.4160067493,-16.6747313962,22.357782123170477,12/1/2023
13.4160373649,-16.6701147745,43.228256164573295,12/1/2023
13.4160678961,-16.6654981412,30.077775002112396,12/1/2023
13.4160983429,-16.6608814966,39.5420968581119,12/1/2023
13.4161287053,-16.6562648414,37.40129011513284,12/1/2023
13.4161589832,-16.6516481739,28.206941530994634,12/1/2023
13.4161891767,-16.647031495,27.5468992911646,12/1/2023
13.4162192858,-16.6424148048,42.54826016761655,12/1/2023
13.4162493104,-16.6377981032,42.84324761651744,12/1/2023
13.4162792507,-16.6331813904,21.801693481652762,12/1/2023
13.4163091065,-16.6285646664,24.28853161629622,12/1/2023
13.4163388778,-16.6239479321,46.46702665085681,12/1/2023
13.4163685648,-16.6193311857,23.073269608536133,12/1/2023
13.4163981673,-16.6147144281,36.232188890663124,12/1/2023
13.4164276854,-16.6100976594,37.05675869436802,12/1/2023
13.4110501498,-16.7393303542,25.764595629509714,12/1/2023
13.4110819362,-16.7347139829,39.18858071915636,12/1/2023
13.4111136381,-16.7300975998,26.65736497551,12/1/2023
13.4111452557,-16.7254812047,47.068311746452444,12/1/2023
13.4111767888,-16.7208647977,48.16229531992059,12/1/2023
13.4112082376,-16.7162483798,45.85384418829962,12/1/2023
13.411239602,-16.7116319492,27.304494093536448,12/1/2023
13.4112708821,-16.7070155068,20.20059776676933,12/1/2023
13.4113020777,-16.7023990526,41.68052829539717,12/1/2023
13.411333189,-16.6977825868,35.077326179895636,12/1/2023
13.4113642159,-16.6931661092,42.63677906374778,12/1/2023
13.4113951584,-16.68854962,26.305775474783225,12/1/2023
13.4114260165,-16.6839331201,34.80078922796204,12/1/2023
13.4114567902,-16.6793166077,35.45847266483822,12/1/2023
13.4114874795,-16.6747000837,49.622422385076476,12/1/2023
13.4115180845,-16.6700835482,34.660472473086365,12/1/2023
13.411548605,-16.6654670012,32.40235658082941,12/1/2023
13.4115790412,-16.6608504428,29.638572186390817,12/1/2023
13.4116093929,-16.6562338738,40.135996304408664,12/1/2023
13.4116396603,-16.6516172925,23.44845878553864,12/1/2023
13.4116698433,-16.6470006999,49.121159264036436,12/1/2023
13.4116999418,-16.6423840959,33.12641181675728,12/1/2023
13.411729956,-16.6377674806,38.95644565423075,12/1/2023
13.4117598858,-16.633150854,43.3322857119041,12/1/2023
13.4117897312,-16.6285342162,23.535268598919536,12/1/2023
13.4118194921,-16.6239175681,22.636404467729875,12/1/2023
13.4118491687,-16.6193009079,26.33432115206037,12/1/2023
13.4118787609,-16.6146842366,35.35990760916182,12/1/2023
13.4119082687,-16.6100675541,40.77799686860067,12/1/2023
13.411937692,-16.6054508606,37.01627814910321,12/1/2023
13.411967031,-16.600834156,30.889667208216455,12/1/2023
13.4064991715,-16.7439141199,26.269535387790203,12/1/2023
13.406531031,-16.7392978468,24.479572306497392,12/1/2023
13.4065628063,-16.7346815617,21.558625546011953,12/1/2023
13.4065944971,-16.7300652647,28.096567953314974,12/1/2023
13.4066261037,-16.7254489558,31.462712836699296,12/1/2023
13.4066576258,-16.720832635,48.86765998489821,12/1/2023
13.4066890636,-16.7162163032,31.866975685413045,12/1/2023
13.4067204171,-16.7115999588,22.923446809595895,12/1/2023
13.4067516862,-16.7069836026,38.55139773416375,12/1/2023
13.406782871,-16.7023672346,32.42494067316609,12/1/2023
13.4068139714,-16.6977508549,25.804729983228327,12/1/2023
13.4068449874,-16.6931344636,31.497726854482437,12/1/2023
13.4068759191,-16.6885180605,26.53457826178952,12/1/2023
13.4069067665,-16.6839016468,42.091472222378904,12/1/2023
13.4069375294,-16.6792852206,38.73712522509642,12/1/2023
13.406968208,-16.6746687828,46.49862505191929,12/1/2023
13.4069988023,-16.6700523335,41.66544407490211,12/1/2023
13.4070293122,-16.6654358727,28.152205299412422,12/1/2023
13.4070597377,-16.6608194004,39.797743540901486,12/1/2023
13.4070900789,-16.6562029176,34.52832633413635,12/1/2023
13.4071203357,-16.6515864225,31.984029347797083,12/1/2023
13.4071505081,-16.6469699161,40.148288134922396,12/1/2023
13.4071805962,-16.6423533983,21.60141971877458,12/1/2023
13.4072105999,-16.6377368692,34.58689475641993,12/1/2023
13.4072405192,-16.6331203288,45.269927770929236,12/1/2023
13.4072703542,-16.6285037772,39.12650674671815,12/1/2023
13.4073001047,-16.6238872153,41.305724148260545,12/1/2023
13.407329771,-16.6192706413,23.393146738785703,12/1/2023
13.4073593528,-16.6146540562,20.977776480071867,12/1/2023
13.4073888503,-16.6100374599,29.06458221435477,12/1/2023
